[2017-06-01 15:12:07] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:15 ms
[2017-06-01 15:12:08] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:12:08] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"1DXU0A27LzbxdIsA"}}    elapsed time:14 ms
[2017-06-01 15:14:46] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:7 ms
[2017-06-01 15:14:46] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:14:47] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"yVYCcp1RMEtQHcLT"}}    elapsed time:20 ms
[2017-06-01 15:29:05] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:6 ms
[2017-06-01 15:29:05] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:29:05] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"DqGz5OzXN5X4XM6n"}}    elapsed time:19 ms
[2017-06-01 15:30:31] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:6 ms
[2017-06-01 15:30:31] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:30:31] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"hvuXW7572RJdGlqs"}}    elapsed time:18 ms
[2017-06-01 15:31:08] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:7 ms
[2017-06-01 15:31:08] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:31:09] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"VKlgjohTRRf6Blvh"}}    elapsed time:24 ms
[2017-06-01 15:32:37] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:5 ms
[2017-06-01 15:32:38] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:32:38] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"zTVBqd4IhHTKullo"}}    elapsed time:22 ms
[2017-06-01 15:34:13] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:5 ms
[2017-06-01 15:34:13] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:34:14] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"7nh3RUvMvNmD3Qnh"}}    elapsed time:19 ms
[2017-06-01 15:41:37] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:7 ms
[2017-06-01 15:41:37] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:41:38] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"uvuzomxW6Fwr3MSh"}}    elapsed time:23 ms
[2017-06-01 15:42:00] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:9 ms
[2017-06-01 15:42:00] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:3 ms
[2017-06-01 15:42:00] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"zQxPc3p1wZO8FHNv"}}    elapsed time:17 ms
[2017-06-01 15:43:53] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:6 ms
[2017-06-01 15:43:53] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"server_list", "arg":{}}    elapsed time:2 ms
[2017-06-01 15:43:53] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"enter_game", "arg":{"server_id":"1", "random_a":"OVaOVoHwYOt6oDE0"}}    elapsed time:18 ms
[2017-06-01 15:44:12] 172.17.96.98  request  http://172.17.96.98/game_operating_platform/index.php  post data:req_data={"opcode":"login", "arg":{"username":"04d2b075-60c9-4341-add1-426be380c886", "password":"d41d8cd98f00b204e9800998ecf8427e", "channel":"default_self", "game_id":"_self_game"}}    elapsed time:6 ms
