[2017-06-09 16:01:10] account_id:819, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:03:28] account_id:820, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:12:44] account_id:821, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:17:01] account_id:822, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:23:29] account_id:823, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:26:24] account_id:824, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:27:52] account_id:825, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:28:13] account_id:826, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:28:56] account_id:827, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:32:45] account_id:828, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:36:10] account_id:828, channel:default_self, game_id:_self_game, server_id:1
[2017-06-09 16:38:02] account_id:828, channel:default_self, game_id:_self_game, server_id:1
